-9.674623205022989225e+00 3.975248839778572178e-12
-5.759700614796776641e-01 1.285742242408521103e-08
-1.771380629285718200e+01 1.526366602059175440e-08
-3.482847110054144224e+01 6.886001162862839995e-11
-9.439103388738032674e-01 8.813226735072124161e-09
-6.358590965592317845e-01 4.681359221289410269e-10
-6.499105424722274593e-01 1.354214828130314303e-08
-2.342557393311939506e+01 2.312172848621058866e-09
-1.508889042812451109e+01 8.856481567487300098e-10
-3.399006280419853709e+01 2.269480858544033836e-08
-1.176923595428731062e+01 4.856972883048201955e-09
-2.872040022702896156e+00 1.854694083792729102e-09
-1.731532329455436781e+01 1.756509894489178763e-09
-1.234058218181855793e+00 6.269932821583551906e-09
-9.643575856976995819e-01 2.535836335988194000e-08
-3.450864571735965569e+01 9.605797754187680604e-09
-3.005449398641985326e+01 2.910037972947042636e-08
-2.279761940820006672e+01 2.861256788367066421e-11
-3.217794237288590153e+01 4.100585208858861089e-09
-1.665526305184414824e+01 1.025628558403611169e-08
-1.674484085760148844e+00 4.174373478121566427e-09
-4.339543129077383377e+00 8.693505826642017221e-10
-3.268263205647062364e+01 8.867737898542138402e-09
-1.170509639411439728e+01 5.224691798838227138e-09
-1.743316571632382761e+01 1.061302229914063434e-09
-1.520631874827421237e+00 4.768509995062582609e-09
-2.439979367768112806e-01 2.238555907946124550e-09
-1.933392631180418064e+01 4.184328570032105158e-09
-2.495325777334388562e+01 1.907830662713865667e-08
-1.474830671055583231e+01 7.047273702919848037e-08
-2.101411134279770820e+01 1.591203350071059073e-08
-3.295174308454958378e+01 1.125372886992319577e-08
-2.112022461886932945e+01 1.708527847387381623e-08
-3.480497884210542026e+01 2.042967066500036292e-09
-1.003060441986598939e+00 8.166576849957022558e-09
-2.937429871013892679e+01 1.102663315380160109e-08
-1.669863546850663027e+01 4.967462512343341404e-09
-2.268075588368541418e+01 2.003960724152388025e-09
-2.959855888308715777e+01 1.100311987994032081e-09
-9.910476215804486788e-01 8.290343706637335776e-09
-3.412797425934104467e+01 2.155145757844517788e-08
-1.381116590074840822e+01 3.150832222067169430e-13
-3.480278728344644890e+01 1.182916653083928935e-09
-3.462254224577855410e+01 5.086879823260052528e-09
-9.828315544044794905e+00 3.267755315307523635e-09
-2.966950698574203926e+01 3.767009432909153958e-08
-3.480210611420793043e+01 2.242254538412631457e-09
-1.643175592008640606e+01 3.573570464406966508e-09
