Chunk_Index,Chunk_Start_Time,RMSE_Omega,Is_Unstable,P0_Effective,Omega_Std,Omega_Mean
0,2024-08-15 00:00:00,0.05141930,0,-1.59801760e-03,1.26138175e-01,-4.74764707e-02
1,2024-08-15 00:25:00,0.05955960,0,3.58623658e-04,6.03315548e-02,2.80473711e-02
2,2024-08-15 00:45:00,0.06224379,0,-3.66909477e-04,5.91187430e-02,-3.71322498e-02
3,2024-08-15 00:50:00,0.03493705,0,1.57845283e-04,3.24625902e-02,-1.12399929e-03
4,2024-08-15 00:55:00,0.05494958,0,3.34258199e-04,4.66980631e-02,6.85973649e-02
5,2024-08-15 01:00:00,0.05574791,0,2.99053131e-04,7.56846101e-02,-4.44315604e-03
6,2024-08-15 01:05:00,0.02555997,0,-1.61150268e-03,3.19510929e-02,-1.17718071e-01
7,2024-08-15 01:10:00,0.06345470,0,-1.04829394e-03,6.88591326e-02,-9.19007025e-02
8,2024-08-15 01:15:00,0.01306994,0,-1.76087279e-03,1.76720787e-02,-1.44745706e-01
9,2024-08-15 01:20:00,0.04323346,0,6.62022254e-04,7.31374427e-02,-1.31890679e-02
10,2024-08-15 01:25:00,0.03798212,0,9.61786599e-04,4.00892255e-02,7.57804178e-02
11,2024-08-15 01:30:00,0.02832997,0,-2.21214434e-03,6.16560656e-02,-1.53001080e-01
12,2024-08-15 01:35:00,0.04079507,0,-3.33117097e-04,4.16033849e-02,-4.54521663e-02
13,2024-08-15 01:40:00,0.04361210,0,-1.84496949e-03,5.93288104e-02,-1.44054329e-01
14,2024-08-15 01:45:00,0.05594967,0,-9.92682000e-04,7.05843047e-02,-9.67008254e-02
15,2024-08-15 01:50:00,0.07403178,0,6.18017535e-04,7.31512225e-02,3.14046344e-02
16,2024-08-15 01:55:00,0.09811800,0,5.71161295e-04,8.54298659e-02,8.75576989e-02
17,2024-08-15 02:00:00,0.06626156,0,-6.68733668e-05,5.27807959e-02,-4.89198003e-02
18,2024-08-15 02:05:00,0.04952323,0,7.57422786e-04,4.77934942e-02,5.25911296e-02
19,2024-08-15 02:10:00,0.06712990,0,3.12135246e-05,5.87546668e-02,-2.53921199e-02
20,2024-08-15 02:15:00,0.08995195,0,2.50112700e-04,8.26971637e-02,6.62411031e-04
21,2024-08-15 02:20:00,0.04458091,0,1.07647064e-03,4.36409352e-02,8.51411887e-02
22,2024-08-15 02:25:00,0.06607362,0,2.03787415e-04,6.39504476e-02,4.48502473e-02
23,2024-08-15 02:30:00,0.07028922,0,2.73453328e-05,9.82017737e-02,-3.72156517e-02
24,2024-08-15 02:35:00,0.06294099,0,2.65355003e-04,6.64806477e-02,3.57631976e-02
25,2024-08-15 02:40:00,0.03107938,0,-4.33761385e-04,3.25228753e-02,-3.79469760e-02
26,2024-08-15 02:45:00,0.02914715,0,9.92818645e-04,4.01787330e-02,4.45064570e-02
27,2024-08-15 02:50:00,0.01769919,0,1.82185372e-03,2.07682202e-02,1.61118845e-01
28,2024-08-15 02:55:00,0.04046801,0,-2.02153383e-04,5.25239288e-02,3.51485114e-03
29,2024-08-15 03:00:00,0.02344034,0,1.13504962e-03,2.53440027e-02,1.03315024e-01
30,2024-08-15 03:05:00,0.06355795,0,-1.08497575e-03,9.42779017e-02,-3.58587795e-02
31,2024-08-15 03:10:00,0.03098306,0,-8.31076098e-04,4.37651050e-02,-1.11550229e-01
32,2024-08-15 03:15:00,0.03138773,0,5.28674704e-04,3.16039965e-02,4.22521115e-02
33,2024-08-15 03:20:00,0.02541916,0,9.86975963e-04,3.60077717e-02,5.12286717e-02
34,2024-08-15 03:25:00,0.04139202,0,4.69689296e-04,3.27185368e-02,2.93332951e-02
35,2024-08-15 03:30:00,0.03280969,0,2.22036323e-04,4.15139153e-02,4.45807553e-02
36,2024-08-15 03:35:00,0.05172191,0,1.23534350e-04,4.83986209e-02,2.47940509e-02
37,2024-08-15 03:40:00,0.03462190,0,9.08566078e-04,3.81502050e-02,5.58985201e-02
38,2024-08-15 03:45:00,0.08395341,0,5.87250620e-04,7.73021864e-02,4.11693070e-02
39,2024-08-15 03:50:00,0.10405993,0,-6.44534548e-04,1.06631745e-01,-5.39349328e-02
40,2024-08-15 03:55:00,0.05335326,0,-2.53353646e-04,5.00245145e-02,-3.46536006e-02
